sentence_id,text_id,position,sentence
28,1,bc,辩护人赵某的意见是，一是被害人穆某耳膜穿孔轻伤不是被告人李某所致，被告人李某与被害人穆某无肢体接触，被害人所受之伤与被告人李某无关；二是被害人陈述与相关证人出具的证言存在瑕疵和矛盾，不能作为被告人李某有罪证据使用；三是被害人穆某耳膜穿孔伤情是否成立存疑，迁西县妇幼保健院入院诊断记录未发现耳膜穿孔伤情，入院诊断与身体检查不符。
29,1,bc,综上所述，起诉书指控被告人李某构成故意伤害罪，事实不清，证据不足，应依法判处被告人李某无罪。
30,1,bc,被告人李某某对公诉机关指控的犯罪事实予以否认，辩称自己未殴打被害人穆某，不构成犯罪，不承担被害人经济损失，请求依法判处自己无罪。
31,1,bc,辩护人田某、曹某的意见是，一是被告人李某某没有殴打被害人穆某行为，李某证实李某某殴打穆某与事实不符，且李某与穆某、李某、李某、穆某的证言相互矛盾，不能采信；二是李某、李某、穆某与被害人穆某有亲属关系，其出示的证言不予采集。
32,1,bc,三是被害人穆某陈述前后矛盾，所述被伤害的事实不清；四是被害人穆某司法鉴定结论及医院病历疑点较多，不能证实被害人所受之伤系被告人李某某所致；五是被告人李某某没有伤害被害人的故意。
33,1,bc,综上意见，公诉机关指控被告人李某某犯故意伤害罪，事实不清，证据不足，应依法宣告被告人李某无罪。
34,1,sc,附带民事诉讼原告人穆某诉称，时间时间时间，原告人女儿李某在自家门口与被告人李某发生争吵，原告人赶到现场后，遭到被告人李某、李某某的殴打，当日住迁西县妇幼保健院治疗，经医院诊断为：右耳膜穿孔，头部软组织挫伤，头部外伤性反应，腹部软组织挫伤。
35,1,sc,经迁西县公安局法医鉴定为轻伤二级。
36,1,sc,要求二被告人赔偿医疗费2846元、住院伙食补助费500元、误工费600元、护理费1000元、交通费500元、精神抚慰金5000元，合计赔偿10446元。
37,1,sc,要求依法追究二被告人的刑事责任，鉴于二被告人不认罪，拒不赔偿原告人经济损失，请求依法从重判处。
38,1,sc,委托代理人郑某的意见是，被告人李某、李某某共同故意伤害被害人穆某身体，造成轻伤，应依法追究二被告人的刑事责任。
39,1,sc,二被告人拒不承认自己罪行，拒绝赔偿被害人经济损失，认罪态度恶劣，应当依法从重处罚，对于二被告人犯罪行为给被害人造成的经济损失，应依法予以支持。
40,2,bc,被告人朱某辩称：一、不存在货款纠纷，当天贺某等十几个人持刀棍来砍其，其加上朋友共四个人，其在混乱中拿到一把刀对砍，在正当防卫过程中砍伤贺某；被抓时其在工地上干活，公安人员打电话问其在广州是否有事没处理，让其去派出所了解情况，后其在工地等公安人员过来。
41,2,bc,辩护人辩称：一、被告人朱某不是有目的有预谋殴打被害人贺某，起因是贺某过来想教训朱某。
42,2,bc,本案事实存在疑点。
43,2,bc,朱某和贺某谁先打电话，没有调取相关通话记录；朱某说是在监控范围内打斗，但没有调取相关监控录像；朱某说陈老板能客观反映劳资关系，该证据也没有收集。
44,2,bc,卷宗没有相关到案经过、首次讯问笔录，因此不认定朱某自首是不公平的。
45,2,bc,二、朱某属正当防卫，贺某的损失应由其本人承担。
46,2,bc,且贺某受损部分是否朱某所为，尚不明确。
47,2,bc,工资证明与贺某陈述矛盾，也没有社保证明、工资台帐等证据佐证；对伤残等级有异议。
48,2,bc,这和伤残鉴定费都不属附带民事诉讼审理范围；其他损失也没有证据证实。
49,2,sc,附带民事诉讼原告人贺某起诉称：其和卓某应珠海市豫海峰建筑工程有限公司经理丁某的工作安排，去找被告人朱某讨要货款，被朱某等人用刀砍伤，造成损失医疗费997259元，误工费34605元（8000元／月×4＋2605元），护理费10050元（150元／天×67天），住院伙食补助费6700元（100元／天×67天），营养费4000元，交通费1500元，伤残鉴定费1500元，总计1580759元。
50,2,sc,朱某潜逃一年多，至今没赔过一分钱。
51,2,sc,请求判令朱某赔偿其全部损失，并对朱某重判。
52,2,sc,贺某提供了病历资料、收费单据、收入证明、鉴定意见书等证据。
53,3,bc,被告人张某某辩解称，被害人晚上到我家，用菜刀砍我，我的生命受到威胁，我怕他继续伤害我，才还手打了他。
54,3,bc,指控我犯故意伤害罪，我不认可。
55,3,bc,不同意赔偿被害人经济损失。
56,3,bc,被告人张某某辩护人的辩护意见是，公诉机关指控被告人张某某犯故意伤害罪，罪名不成立，被告人应构成正当防卫。
57,3,bc,证人初某证实被害人是在半夜12点私自进入被告人家中，被告人发现后被害人又自称小偷，在被告人报警的情况下，又到厨房拿起菜刀对被告人实施伤害，被告人在制止被害人的过程中也受到了伤害，并且构成轻伤和伤残，被告人张某某应当构成正当防卫，不构成故意伤害罪。
58,3,sc,附带民事诉讼原告人霍某某诉称，时间时间时间晚12点左右，有一女性初某用微信联系我，让我到其家帮她修理电脑，我如约前往初某家，地点是叶某街道向阳街南段9-3号。
59,3,sc,我曾为初某家修过几次电脑，本次到她家后直接去了地下室电脑间。
60,3,sc,在修理中有一男子来初某家，直接从地下室将我拽到一楼，并动手将我打伤，期间他用菜刀砍了我，致我当时昏死过去，后不知谁报警，即被送往建平县医院治疗，经诊断为：脑挫裂伤、多发皮裂伤、颅内积气、硬膜外血肿、多发颅骨骨折、颧弓骨折、右耳廓裂伤、多发皮伤、冻伤（Ⅱ度），住院55天，支付医疗费368675元，误工83天。
61,3,sc,伤后使我精神上受到极大伤害，经济上造成了巨大损失。
62,3,sc,请求法院在追究被告人刑事责任的同时，判决被告人赔偿我各项经济损失人民币12万元。
63,4,bc,被告人丁某某辩称，那天下午我正在家里睡觉，丁某把我从床上拉起来，丁某中午喝酒喝多了，用拳头打我胸部，丁某打完到院子里，我也到院子里。
64,4,bc,我就用院子里的木棍打了丁某的嘴和牙、身上。
65,4,bc,当时丁某的儿子也去了，丁某用他儿子玩的弹跳器打我，我夺过来打了丁某。
66,4,bc,我认罪服法，因家庭经济困难，本人系聋哑人，愿意赔偿原告人部分经济损失，以求原告人谅解。
67,4,bc,辩护人孙某的辩护意见是，被告人丁某某是又聋又哑的人，根据《中华人民共和国刑法》第十九条的规定，对被告人减轻处罚。
68,4,bc,被告人丁某某真诚悔过，愿意赔偿被害人三万元。
69,4,bc,被害人有过错。
70,4,bc,被害人到被告人家中发生纠纷。
71,4,bc,被告人无前科。
72,4,bc,被告人认罪态度好。
73,4,bc,综上，被告人丁某某家中老母亲已近八十岁，还有一个未婚的有精神病的哥哥需要照顾，被告人是家庭的经济支柱，建议法院对被告人减轻处罚。
74,4,sc,附带民事诉讼原告人丁某诉称，在依法追究被告人丁某某故意伤害罪的刑事责任并从重处罚的同时，要求判令被告人赔偿其医疗费、误工费、护理费、住院伙食补助费、营养费、交通费、后续治疗费、鉴定费、检查费等各项损失十万元。
75,4,sc,委托代理人刘某的代理意见是，依法追究被告人丁某某犯故意伤害罪的刑事责任，并从重处罚。
76,4,sc,被告人丁某某使用凶器故意伤害他人身体，手段残忍，后果严重。
77,4,sc,案发后被告人企图逃跑来逃避法律制裁，社会危害性极大。
78,4,sc,被告人对被害人没有道歉和赔偿，无悔改之意，依法应从重处罚。
79,4,sc,被告人丁某某应承担民事赔偿责任。
80,4,sc,被告人的犯罪行为给原告人身体、经济、精神上造成了难以承受的灾难。
81,4,sc,原告人的收入一直是家庭的主要经济来源，严重的伤情致使原告人无法再继续工作，原告人案发后不堪重负自杀身亡，原告人六岁的儿子无人照料，原告人也无力抚养，被告人依法应赔偿原告人各项损失十万元（详见赔偿清单）。
82,4,sc,综上，被告人丁某某犯罪事实清楚，证据确实充分，情节严重，主观恶性大，原告人的诉讼请求有事实和法律依据，请求法院依法支持原告人的诉讼请求。
83,5,bc,被告人罗某甲辩解，其原来也不认识黄某甲，也不知道她那次受伤了，其对被害人一根汗毛也没有动过，被害人是因为交通事故受伤的，其当时也没在现场。
84,5,bc,其不愿意赔偿被害人的经济损失。
85,5,bc,辩护人徐某辩护，第一，公诉人提交的证人罗某乙、刘某的证言及被告人罗某甲的供述笔录，只能证实到黄某甲、黄某乙、徐某等人与被告人罗某甲扭在一起，后黄某甲突然坐在地上喊腿断了，但其伤势如何形成、何时形成均有较大疑点。
86,5,bc,第二，黄某甲、黄某乙、徐某、邓某四人的证言，证明该四人均系打架参与人，被打伤的人中有被告人罗某甲的女儿罗某乙，而证人黄某乙系黄某甲的同胞兄弟、徐某系黄某甲丈夫，邓某系黄某乙的员工，该四人的笔录存在重大瑕疵，又相互矛盾，其中，证人徐某的第一次笔录证明黄某甲被推倒过程系其亲眼所见，第二次笔录中则提出其系听说。
87,5,bc,第三，门诊病历、出院记录、照片等证据，不能证明黄某甲伤势形成的原因。
88,5,bc,第四，鉴定意见书、交警大队证明、保险公司领导的相关笔录等证据不能证明黄某甲伤势非因交通事故导致，且鉴定意见书是具有公示效力的文书，不应当被轻易推翻，现黄某甲对该鉴定意见书表述为系交通事故所致的内容也没有及时要求更正，在其向保险公司理赔时，也未说明其伤势系被人打伤所致。
89,5,bc,虽然，公诉机关提交了时间度黄某甲没有交通报警记录的证据，但现实生活中，在发生交通事故后未报警的事也很常见，故有理由相信黄某甲的伤情确系交通事故所致。
90,5,bc,第五，本案存在不合理性。
91,5,bc,被告人罗某甲案发时已达八十高龄，而黄某甲系三十多岁的女性，旁边又有二男一女的青壮年陪同。
92,5,bc,在此情况下，对被告人罗某甲轻易将黄某甲推倒则令人生疑。
93,5,bc,综上，被害人的伤势可能由于以下原因形成：第一，黄某甲的伤势本来就存在；第二，在本案有多人相互扭在一起，场面混乱，黄某甲因被布料或某人不小心给绊倒或被某人误碰或自己不小心摔倒等原因倒地。
94,5,bc,从尊重事实、证据的角度来讲，公诉人指控被告人罗某甲犯故意伤害罪事实不清、证据不足，证据之间相互矛盾，故应宣告其无罪。
95,5,sc,附带民事诉讼原告人黄某甲诉称，由于被告人罗某甲的犯罪行为使其遭受经济损失，诉请法庭判令被告人罗某甲赔偿医疗费15445元、后续医疗费7000元、护理费122375元、误工费285475元、住院伙食补助费250元、营养费4000元、交通费1000元、残疾辅助器具费850元、鉴定费1800元、残疾赔偿金1192525元、财物损失20000元，损失合计人民币2103725元。
96,5,sc,为证明上述事实，附带民事诉讼原告人黄某甲向法庭提供了身份证明、病历资料、医药费票据、宁波崇新司法鉴定所司法鉴定意见书、鉴定费票据等证据。
97,5,sc,诉讼代理人马某奔认为，首先，宁波崇新司法鉴定所的鉴定意见及浙江省人身鉴定委员会的鉴定意见，均表明被害人黄某甲左胫腓骨骨折系外来暴力所致，已排除自伤的可能。
98,5,sc,其次，被告人罗某甲的供述、证人证言均不同程度的指认，案发时，被害人黄某甲与被告人罗某甲发生过扭打，并被被告人罗某甲拉倒在地，导致被害人受伤。
99,5,sc,该事实能与处警经过、照片以及被害人的门诊病历相印证。
100,5,sc,对于宁波崇新司法鉴定所司法鉴定意见书中的笔误，该司法鉴定所已出具了更正说明，辩护人徐某没有必要在该问题上继续纠缠。
101,5,sc,另外，日常生活中虽有许多交通事故未经交警处理，但遇到像左腿骨骨折的交通事故不可能不报警，而且，此类交通事故未经交警处理和确认，保险公司也不予理赔。
102,5,sc,综上，公诉机关指控的犯罪事实清楚、证据确实充分，被害人黄某甲的伤情系由被告人罗某甲暴力行为所致，且两者之间存在直接的因果关系，被告人罗某甲犯故意伤害罪罪名成立，应依法追究其刑事责任，被害人的附带民事诉讼请求合理合法，依法应予支持。
103,6,bc,被告人黄某某辩称，自诉人的伤不是我造成的，我没有打到他身上，他的伤是自己摔倒造成的。
104,6,bc,自诉人的伤情鉴定不属实，对于他的伤情，最初公安机关不认可，他出具了什么东西才鉴定伤情的。
105,6,bc,重新鉴定时本应在运城，自诉人非要去芮城鉴定，故我对其的伤情鉴定有异议。
106,6,bc,综上，我认为我没有犯罪，不应当负刑事责任，民事部分产生的合理费用我同意赔偿。
107,6,bc,被告人黄某某的辩护人提出的辩护意见是，第一、自诉人诉被告人黄某某拿铁锨打人没有依据，第二、自诉人的伤情和被告人没有直接因果关系，系陈旧性伤，第三、自诉人要求的民事赔偿过高，无法律依据。
108,6,bc,被告人黄某某辩称，我没有打自诉人，打架时他拿的砍刀，我一直是在说好话，是去拖架，并没有伤害自诉人。
109,6,sc,自诉人黄某某诉称，时间时间时间晚8时许，我骑电动车到村中间右转弯时，黄某某工程队的两个工人骑摩托车从我右侧硬闯，差点撞上我的电动车，我说工人，黄某某的妻子就骂我，我让工人说清楚，黄某某的妻子仍谩骂不休。
110,6,sc,我父母听见争吵后让我回家，我就骑电车回家，到广场附近时，黄某某让一名工人骑摩托带着赶来。
111,6,sc,黄某某下车不问青红皂白便手持铁锨毒打我，黄某某不知何时赶到现场，也用拳头毒打我。
112,6,sc,二人还将我父亲推倒，用拳头将我母亲打伤。
113,6,sc,"我受伤后被送到孙吉卫生院抢救，后因伤势严重转至临猗县第二人民医院治疗，经诊断为左侧第4,5，6肋骨骨折，住院治疗32天。"
114,6,sc,我的伤情经临猗县公安局司法鉴定中心鉴定为轻伤二级。
115,6,sc,综上，二被告人目无国法，故意对我的身体造成伤害，其行为触犯了我国《刑法》的有关规定，构成故意伤害罪。
116,6,sc,自诉人为维护自身的合法权益，依法提起诉讼，请求依法追究被告人犯故意伤害罪的刑事责任，并责令其赔偿因犯罪行为给我造成的医疗费、误工费、护理费、住院伙食补助费、营养费、交通费、精神损害抚慰金等各项经济损失。
117,6,sc,为证实上述犯罪事实，自诉人当庭出示了公安局询问笔录、证人证言、鉴定文书、临猗县第二人民医院病历及医疗费票据等证据。
118,7,bc,被告人史某辩称：对于刑事部分，我没有犯罪，是被害人黄某乙首先拿靠椅追打我，我举起扫帚挡住时用力过大，致使被害人摔倒，我的行为是正当防卫，不是犯罪。
119,7,bc,对于民事赔偿部分，我愿意赔偿被害人的经济损失，但她的诉讼请求金额过高，我没有赔偿能力。
120,7,bc,辩护人杨某的辩护意见是：1、被告人史某主观上无伤害的故意，客观上并未实施导致被害人轻伤的非法行为，被告人仅是在遭受人身侵害时，出于本能挡住并推开对方，是合法的防卫行为；2、被害人黄某乙先行动手，其自身具有重大过错；3、本案情节显著轻微，危害不大，不应认定为犯罪。
121,7,bc,4、对于民事赔偿部分，请求法院依法核实被害人的各项损失。
122,7,sc,附带民事诉讼原告人黄某乙诉称：时间时间时间，被告人史某在十堰市汉江街办白山沟变电所附近清扫垃圾时，无端对我辱骂，还用手中扫帚将我打倒在地，致使我L2椎体骨折，造成轻伤，请求被告人史某赔偿我经济损失。
123,7,sc,并当庭提交了门诊病历、医疗收费收据、手术记录、出院记录、住院费每日清单、病情证明书、司法鉴定意见书、居住证明等证据支持其诉讼请求。
124,7,sc,委托代理人王某的代理意见是：被害人黄某乙受伤后，经湖北医药学院法医司法鉴定所评定为九级伤残。
125,7,sc,请求被告人史某赔偿被害人黄某乙医疗费53，4746元、鉴定费700元、护理费3，200元、误工费15，276元、营养费6，100元、住院伙食补助费480元、交通费500元、残疾赔偿金83，360元、精神抚慰金10，000元，共计173，0946元。
126,8,bc,被告人郭某某辩称，自诉人之妻曾租住我的房屋。
127,8,bc,当时自诉人与其妻子正处于离婚阶段，自诉人便经常往我院内扔石头，并扬言毒死我家的狗。
128,8,bc,事发当日，我吃饭时遇到了自诉人，便过去照自诉人面部捣了几拳。
129,8,bc,没有其它人打过自诉人。
130,8,bc,我也没有打自诉人鼻部，自诉人鼻骨骨折是自诉人多年前发生交通事故留下的后遗症，与我无关，不应承担刑事责任及民事责任。
131,8,bc,辩护人崔某的辩护意见是：自诉人虽鼻部受伤，但当时有多人殴打自诉人，现有证据无法证明该伤系被告人所致。
132,8,bc,且在本案中，自诉人也存在一定的过错，民事部分可酌情予以赔偿自诉人。
133,8,sc,自诉人暨附带民事诉讼原告人李某某诉称，时间时间时间20时许，我与三个朋友在高平市城南五儿饭店吃饭时，被告人从该饭店的另一间房屋走出来不问缘由，就对我进行殴打。
134,8,sc,当日我入住高平市中医医院治疗。
135,8,sc,经诊断为：1、颅脑损伤；2、双侧鼻骨骨折；3、右面部皮肤擦伤。
136,8,sc,后经高平市公安局鉴定为轻伤。
137,8,sc,现要求追究被告人郭某某的刑事责任，赔偿由此给我造成的经济损失共计50000元。
138,8,sc,诉讼代理人李某支持自诉人李某某的诉讼请求，并提供了相关证据。
139,9,bc,被告人张某辩称，被害人的伤情不是其的行为造成的，本案的发生被害人过错在先，公诉机关所出示的证据，被告人不予认可。
140,9,bc,对于附带民事诉讼原告人提出的赔偿费用辩称：原告人第二次住院的费用没有证据予以证实，不予支持；交通费不愿意承担；鉴定应该是有公安机关作出，鉴定费应有原告人自行负担；其他的费用根据医院出具的病情证明、收费单据承担，但是没有医院证明的，没有实际发生的费用不负责。
141,9,bc,综上所述，合理部分的费用根据原、被告人过错责任分担。
142,9,bc,辩护人辩称：1、被告人与被害人打架是事实，但被害人首先动手，且被害人的牙齿问题不是被告人造成。
143,9,bc,2、被害人陈述当即打伤眼睛与病情证明自相矛盾，且证人也说没有看见牙齿脱落，两个方面来看牙齿不是被告人打掉的。
144,9,bc,3、被害人本人存在前科问题。
145,9,bc,综上，本案证据不充分，应判决被告人无罪。
146,9,bc,附带民事诉讼被告人张某、李某答辩称同意被告人张某对民事部分提出的答辩意见。
147,9,sc,附带民事诉讼原告人诉称，被告人张某是原告人的儿子，被告人张某是原告人的女儿，被告人李某是原告人的儿媳妇。
148,9,sc,长期以来，被告人张某、张某十分喜爱赌博，原告人多次劝导，二人屡教不改。
149,9,sc,时间时间时间下午19时左右，原告人路过被告人张某的冰淇淋店时进入店内，正碰上张某她们一群人在吃饭，张某对原告人连招呼都不打一下，原告人就骑上摩托车回到中寨家里。
150,9,sc,这时被告人张某和李某正在做菜饭，因之前张某吃饭不与原告人打招呼，原告人就对被告人张某和李某说:“你们口口声声说要养我，你们的阿华姐他们在吃大酒大肉，都不叫我一声，你们天天赌博过得了日子吗?”被告人张某就对原告人说:“你咋个说，我忍你好长时间了。
151,9,sc,”原告人说:“不是事实吗，你和你的婆娘儿子都是我养着，等我老的时候就更不指望你们了。
152,9,sc,”被告人张某从厨房中冲出来到原告人面前，就用右手捏原告人的脖子，原告人就用左手挡开被告人张某的右手。
153,9,sc,原告人说了一声:“我不跟你乱”，同时原告人的左手也碰着被告人张某的左脸，然后原告人就走进堂屋和母亲一齐看电视。
154,9,sc,这时被告人张某就打电话给附带民事诉讼被告人张某，过了大约10分钟左右，被告人张某和附带民事诉讼被告人李某就怒气冲冲的走进堂屋，一起扑过来撕打原告人，被告人张某捏住原告人的脖子，被告人李某先用手掌拍原告人的头，后又用手抓原告人的脖子，脖子被抓破。
155,9,sc,后来被告人张某把原告人按倒在地上，并骑在原告人的腰上，用拳头打原告人的头部和背部。
156,9,sc,被告人张某来到现场后，用脚踢原告人的臀部，将原告人的臀部踢伤、脚踢肿，被告人张某边踢边骂原告人“你厉害呀，你厉害呀，才不叫你吃一顿饭就不得了。
157,9,sc,”这时被告人张某就用一个装着水的大约2斤重的玻璃瓶打在原告人的左脸上，当即打伤原告人眼睛、打断两颗牙齿，原告人血流满面的昏了过去，在场的母亲看到原告人昏过去以后，被告人张某又用同样大的一个玻璃瓶打在原告人的左耳朵上。
158,9,sc,当原告人苏醒时发现自己耳、鼻、口都在流血并染红全身。
159,9,sc,原告人的母亲把原告人拉起来以后，原告人打电话向“110”报警，派出所的民警及时赶到，在勘查现场后将原告人送到江城县人民医院抢救。
160,9,sc,原告人的病情经江城县人民医院诊断为:1、颅底骨折;2、脑震荡;3、左上中切齿松动，侧切牙外伤脱落;4、右下中切齿松动;5、左眼挫伤;6、左小腿软组织挫伤。
161,9,sc,原告人两次住院31天。
162,9,sc,经鉴定，原告人的伤情为轻伤二级，误工期45天、护理期31天，营养期30天，后期治疗费8000元。
163,9,sc,原告人认为，三名被告人的行为严重侵害了原告的身体权、生命权、健康权，是极其严重的家庭暴力行为，是对原告人的极端残忍的人身摧残，并且触犯了《中华人民共和国刑法》的相关规定。
164,9,sc,为此，原告人要求依法追究三名被告人的刑事责任的同时，要求赔偿原告人医疗费72092元;交通费1189元;鉴定费2000元;伙食费90元；寄材料费30元；误工费9000元;护理费6200元;营养费3000元;后期医疗费8000元;住院期间生活补助费3100元;继续买药治头痛眼睛花2000元，合计418192元。
165,10,bc,被告人黄某辩称，自诉人动手打其，还用手抓其头发，其未致伤自诉人，不应承担责任。
166,10,bc,被告人反诉称，自诉人的行为造成其受伤，应由自诉人赔偿其经济损失医疗费20931元、护理费255元、住院伙食补助费54元、营养费30元、误工费255元，合计28831元。
167,10,bc,辩护人张某某提出如下辩护意见：被告人没有侵害自诉人，所以不构成犯罪，也不承担民事赔偿责任。
168,10,bc,自诉人的诉讼代理人邵某对被告人的反诉提出如下代理意见，自诉人未打被告人，故不应承担赔偿责任。
169,10,bc,且被告人只是左额部皮肤发红，不需要做CT检查，更不用住院治疗。
170,10,sc,自诉人薛某某诉称，时间时间时间下午4时左右，其在其儿子家西边晒太阳，被告人站在田边骂人，言语很难听，其认为被告人在骂其孙子，便去阻止并用双手推被告人肩膀让其离开，被告人就用双手抓住自诉人左手中指、无名指和小指后反向扳，致其小指骨折。
171,10,sc,经鉴定，自诉人构成轻伤二级，现要求追究被告人故意伤害的刑事责任，并要求被告人赔偿其经济损失医疗费2744元、护理费640元、住院伙食补助费144元、营养费300元，合计3824元。
172,10,sc,自诉人就上述指控及赔偿请求，提供了海门市公安局物证鉴定室法医学人体损伤程度意见书、门诊病历、出院小结、医疗费发票等证据。
173,10,sc,自诉人还申请本院调取了自诉人、被告人及证人在公安机关所作的陈述笔录等证据。
174,10,sc,其诉讼代理人邵某提出如下意见：1、自诉人所举证据能证明其轻伤系被告人所致，故被告人应承担故意伤害的刑事责任。
175,10,sc,2、被告人应当赔偿自诉人的全部经济损失。
176,11,bc,被告人陈某某辩称，他是做木材生意的，时间时间时间上午有几台大货车往他家送木材时，将王某甲家的有线电视线刮断，当时王某甲让司机给接线，他说给接。
177,11,bc,下午2点钟卸完木材大车往出走，王某甲、李某甲、王某乙、王某乙妻子把大车拦住，他到王某甲家说给接线。
178,11,bc,他回家把自家的叉车开过来叉王某甲家的柴火，要把王某甲家的柴火叉到王某甲家院内，他认为是王某甲家的柴火占了他家的地方，没有柴火刮不到线，他就想把柴火叉到王某甲家院子。
179,11,bc,王某甲拿着砖头、李某甲拿着耙子和他厮打起来。
180,11,bc,他用铁棒子抡王某甲，但是不知道抡哪里了，也不知道抡到什么程度，王某甲当时是否受伤他不知道。
181,11,bc,他们三个人厮打时是在他的叉车后面。
182,11,bc,王某甲的儿子王某乙开着铲车撞他的叉车，当时两辆车距离有十米左右，他看车过来就躲开了，当时车的速度非常快，撞完后他去派出所报案了。
183,11,bc,对民事赔偿部分，同意赔偿自诉人王某甲与附带民事诉讼原告人李某甲合理部分的经济损失。
184,11,sc,自诉人暨附带民事诉讼原告人王某甲诉称，他与被告人陈某某系邻居关系。
185,11,sc,时间时间时间，他与被告人因两家过道发生争议，并诉至长岭县人民法院，为此被告人怀恨在心。
186,11,sc,时间时间时间，被告人陈某某家运木材的司机经过他家门前时将他家闭路电线刮断，当时他让司机给修复，运木材司机说“老板陈某某给接”，当时恰好被告人陈某某来到跟前说给接线，随后在他没有任何准备的情况下，被告人陈某某从叉车上拿起一根2尺左右的钢管打他，将他身体多处打伤，后被屯邻送往长岭县人民医院，因伤情严重，直接用120救护车送至吉林大学第一医院救治。
187,11,sc,经诊断为：面部裂伤，右耳裂伤，第3腰椎骨折，左侧髋骨骨折，左肘后尺神经损伤，左肩关节肩袖损伤。
188,11,sc,住院治疗28天治疗终结。
189,11,sc,时间时间时间，经长岭县公安局法医学人体损伤程度鉴定：损伤程度已构成轻伤一级。
190,11,sc,现依法诉至法院，要求追究被告人陈某某的刑事责任并赔偿医药费49610元、营养费1400元、住院伙食补助费1400元、护理费7878元，交通费2000元、误工费50000元、精神损失费50000元，共计人民币162288元。
191,11,sc,附带民事诉讼原告人李某甲诉称，她与被告人陈某某系邻居关系。
192,11,sc,时间时间时间，她家与被告人陈某某家因两家过道发生争议，并诉至长岭县人民法院，为此被告人怀恨在心。
